Geneid	Length	SRR11206238	SRR11206239
238323	2534	56	29
18654	1569	386	243
217715	1573	2256	1722
217716	5428	1389	1207
66204	648	1128	1000
72350	4482	562	506
217718	5386	5344	4135
100502783	668	0	0
68581	3526	2720	2430
14281	2093	193	109
81703	1881	742	475
53314	904	74	44
217721	3435	386	255
58520	1185	2119	1662
320244	4841	1809	1452
21809	3385	2855	2025
100861892	920	0	3
76411	809	1757	1533
328136	3160	2	0
70373	3919	2449	1942
26380	4621	20116	18130
238328	6189	530	337
68737	3850	1393	889
627607	1949	0	0
238330	4112	2797	1915
217732	4409	4872	4181
238331	792	0	0
217733	3335	18	4
64242	1616	19	9
217734	5059	1203	967
14874	2108	1642	1548
382620	7179	1337	963
238333	2066	15	25
71275	1412	21	7
104799	2701	3502	2713
217737	1320	4872	4241
217738	1425	2	7
20773	3754	7551	5863
211064	1949	432	405
100526546	79	2	0
654309	1170	69	72
380773	419	2018	1775
66354	2257	6842	6069
666806	1872	0	0
193322	1812	0	0
100042776	998	0	0
100042786	689	0	0
100862206	930	31	14
100861908	435	0	1
100861898	530	0	0
544881	1851	0	0
100038992	222	0	0
100038982	4341	1	0
100039042	1766	0	0
100039052	1822	1	0
100039076	798	0	0
100039087	1899	0	0
100039100	435	0	0
100039162	435	0	0
100039129	435	0	0
667350	930	0	0
546543	222	0	0
100039315	1893	0	0
666862	435	0	0
435337	1842	0	2
633093	4204	1	0
266459	1641	0	0
100503047	438	0	0
72113	2287	1972	1518
71818	2283	55	22
18191	9782	71	20
13371	5815	38	26
75216	4807	643	590
71349	1023	0	0
22095	4874	0	0
83602	5806	2580	2985
108800	9896	171	75
666955	2624	8	6
20338	6300	17110	13442
399558	7099	557	343
100862089	695	0	0
69423	613	0	0
14420	3704	3384	2746
14744	2035	165	86
72258	2533	0	0
104871	2025	546	375
24000	5738	1302	1146
75553	4184	6687	5168
319670	10136	652	435
76260	2308	1330	1124
67639	1176	0	0
71375	2611	2410	1871
100503855	3630	14	12
100503812	646	0	0
73457	645	0	0
78767	2069	18	12
104884	2058	630	520
217826	3112	74	109
19179	1502	7396	6217
217827	3708	1184	954
100038378	1982	22	6
12313	4001	39271	32132
100861669	753	2	0
100038713	4791	23	15
104718	3442	3512	2491
73086	4406	483	478
100040123	408	226	176
217830	3229	676	556
667148	701	5	1
238377	3505	10	0
68339	6292	62	69
100038467	3405	0	2
100316805	121	0	0
68734	4594	2197	1734
319760	3100	140	137
74947	3665	0	0
271036	3716	2	0
74413	2584	26	8
23876	5829	1585	1431
109181	6448	1663	1199
100504056	2370	49	33
110616	5404	1126	1068
100040297	1174	4156	3535
51786	5315	2054	1758
238384	2092	5	3
217835	4007	2683	2081
19141	1874	10689	8324
27277	2902	4442	3592
12652	1882	3	6
217837	2856	2226	1584
100504113	601	3	2
100316812	93	0	0
100859931	3835	0	0
64113	3728	13	16
320351	1205	1553	1211
100233175	1162	257	244
66622	3247	1976	1524
238386	4306	1119	878
75483	476	0	0
217843	8870	2	8
170952	905	0	0
100504156	1406	0	0
65256	2690	40	16
68149	3715	1153	947
27225	3157	8648	7247
52668	1053	36378	27329
76933	463	34398	25926
217845	1093	2	0
74521	3683	202	189
217847	1570	4	2
12401	1462	0	0
194604	1346	0	0
68348	3158	0	0
20701	1425	15	14
20703	1442	1	2
20700	1939	0	0
20702	1424	0	0
20704	1374	3	1
380780	1489	0	0
71907	1694	0	6
68054	3690	0	0
321018	1353	0	0
268591	2162	0	0
74069	1864	0	0
271047	2070	0	0
16625	1690	3	2
238393	2290	4	0
20715	1949	4	0
546546	2051	0	0
628900	2193	0	0
238395	1999	0	0
20714	1652	0	0
100504264	762	0	0
20717	1659	42	17
20716	2085	727	422
14836	1174	796	659
791311	3002	210	201
192119	9851	1591	1082
100504301	717	167	110
94040	11962	4299	3359
212073	5532	72	87
69434	529	173	198
100306943	275	10	14
100526471	65	0	0
73046	930	205	185
100504315	801	0	0
27381	1009	0	0
27379	1026	0	0
27382	1041	0	0
27378	830	0	0
27380	1031	0	0
21432	1395	0	0
69952	3282	0	0
100040339	1575	0	0
268595	5786	0	0
12062	1680	8	2
12061	1338	4	2
76559	10173	2299	1752
66787	2787	3570	3169
78801	3093	10	2
18789	4509	8919	7204
100503099	2076	0	0
22367	3796	1221	1069
76639	1028	0	0
71033	1353	0	0
73160	999	0	0
74968	1443	0	0
58208	7923	8	0
100503150	980	0	0
52690	2725	5492	4168
12454	2632	127	97
668158	1547	72	45
100861813	1116	0	0
214305	2605	3	2
13116	2118	244	131
68519	4201	1545	1401
100504467	1549	9	3
14026	2698	439	312
723909	99	0	0
70059	3574	1148	843
22632	2324	652	547
214663	1964	2032	1526
100503195	604	32	21
723946	96	0	0
104910	1580	91	55
22375	2883	3942	3089
212198	2657	306	232
380785	2712	82	87
13386	4811	0	0
17263	12906	63	28
100316809	80	0	0
791079	94	0	0
751547	91	0	0
100124466	83	0	0
723843	97	0	0
723880	67	0	0
751555	94	0	0
100526472	89	0	0
100526519	89	0	0
353326	5235	0	0
723866	91	0	0
76880	1317	0	0
723937	124	0	0
387146	70	0	0
723867	94	0	0
100316735	75	0	0
100526473	80	0	0
387154	62	0	0
75745	3584	5	1
100316669	120	0	0
723854	79	0	0
449562	69	2	0
449561	67	0	0
100861570	71	0	0
100303647	30	0	0
100861571	72	0	0
100303646	71	0	0
100861572	71	0	0
100124461	77	0	0
723858	66	0	0
723936	82	0	0
723927	63	0	0
723859	61	0	0
100316751	120	0	0
723839	86	0	0
791071	81	0	0
723842	97	0	0
723878	85	0	0
751539	74	0	0
100316673	121	0	0
751521	99	0	0
723881	76	0	0
751522	63	0	0
751552	92	0	0
723856	86	0	0
100124453	84	0	0
723934	82	0	0
723855	68	0	0
723833	79	0	0
723935	75	0	0
723940	82	0	0
723917	74	0	0
100124450	78	0	0
723912	76	0	0
387152	71	0	0
751523	66	0	0
723875	73	0	0
100040724	1300	1	0
100124484	82	0	0
387172	66	0	0
751524	79	0	0
723857	68	1	0
723941	90	0	0
723862	79	0	0
723913	80	0	0
723933	79	1	0
723863	81	0	0
100499517	83	0	0
67280	1621	0	0
353504	1280	2	2
100526515	82	0	0
107585	1868	0	0
629595	385	64	63
26931	5591	7574	6922
100503237	2404	276	241
319786	1306	184	122
13424	14398	4994	4274
66323	954	7	0
100861856	712	2	0
15519	2850	3036	2520
69641	2427	1637	1339
26448	1693	267	218
66709	1653	13	10
72805	3725	714	442
100041649	398	3725	3106
67236	2179	1233	1087
104859	7830	650	568
74251	2558	891	673
77878	1093	3	0
217864	2725	1671	1354
22031	6975	3394	2353
93835	1685	2	0
100503323	1310	0	2
217866	6718	1468	1382
380787	657	2	0
74190	2923	24	11
21928	3570	70	34
212539	1215	0	4
217869	3966	17787	15581
100316932	122	123	90
100504687	1954	74	61
17169	3388	6421	5001
12709	1478	52003	38907
328162	2433	323	290
70369	2138	3618	3123
68020	1242	1629	1223
16593	3067	9119	7265
74335	2422	199	165
68520	1310	4084	3213
21981	4333	3572	2919
77675	1729	22	12
70257	365	12897	10862
74691	4809	0	0
217874	761	0	0
104816	2732	51	54
100526547	85	0	0
387199	76	0	0
668303	6918	230	221
100504733	1752	0	0
100126692	3223	0	0
319942	2636	2	2
104885	2373	0	0
70435	4601	242	153
11565	1791	288	174
30954	782	867	599
11651	2690	13327	9538
382639	3478	852	623
217882	6640	1785	1243
104759	1978	343	233
100041194	3572	631	448
100047183	10677	1149	856
217887	1915	581	409
71963	2420	693	527
56696	2439	18	1
16450	4054	167	83
66174	793	1607	1130
72308	2755	3142	2535
399566	2098	1650	1259
217893	5480	3693	2862
75671	1267	2	1
116870	2775	450	297
100861919	848	0	0
68337	1439	14852	11334
12925	447	3478	2733
104732	3355	377	246
69195	1601	198	164
238447	1225	12	0
380792	1480	0	0
404711	1007	0	0
16016	1222	0	0
16017	1478	1	0
380795	1201	0	0
380797	1008	13	10
16019	1491	426	316
777656	54	0	0
777655	48	0	0
777654	48	0	0
777648	53	8	8
777661	11	0	1
777662	16	0	0
777664	17	0	0
777667	17	0	0
777672	17	0	0
777675	17	0	0
777677	17	0	0
777679	17	0	0
777657	23	0	0
238405	2271	0	0
777681	17	0	0
238406	2507	0	0
777685	353	0	0
777686	350	0	1
777688	294	0	0
238412	293	2	0
777780	294	0	0
668389	293	0	0
544896	351	0	0
638605	293	0	0
668395	294	4	0
630486	291	0	3
641178	294	0	0
628098	294	0	0
791089	286	0	0
791090	293	0	0
629785	203	0	0
780793	350	0	0
780792	294	0	0
633568	294	0	0
780794	294	0	0
640046	292	0	0
780800	357	0	0
780801	294	0	0
780802	294	0	0
780803	294	1	0
780804	296	0	0
668421	340	0	0
780818	353	0	0
238418	351	0	0
629812	299	0	0
195180	294	0	0
629818	351	0	0
780825	351	0	2
629826	351	0	0
668438	350	0	0
632654	363	0	0
629833	299	0	0
633457	299	0	4
780828	300	0	0
780829	296	3	0
636260	294	0	0
780831	291	2	0
629842	300	0	0
435321	294	0	0
629845	299	0	0
628398	300	1	0
639510	300	0	0
238427	300	0	0
432701	300	0	0
629849	300	0	0
380808	357	0	0
432702	294	0	0
668469	294	2	0
380809	359	0	0
668474	294	0	0
780864	297	0	0
668478	294	0	2
629859	293	0	0
629860	294	0	0
629863	294	1	0
629865	294	0	0
629866	294	0	0
629871	294	0	0
668493	294	0	0
382692	294	0	0
668497	294	0	0
780883	294	0	0
780884	294	0	0
780885	294	0	0
629884	294	0	0
629893	294	0	0
628614	294	0	1
629897	294	0	0
668517	294	0	0
780891	294	0	0
629906	310	0	0
629908	294	0	0
629915	294	0	0
629919	293	0	0
629925	294	0	0
640506	301	2	0
780929	294	0	0
382696	294	0	0
780931	309	0	0
629930	301	0	0
211331	294	0	0
780932	309	0	0
382695	294	0	0
780938	297	2	0
780939	349	0	0
432708	457	0	0
674018	294	0	0
668544	282	0	0
100502704	1206	0	2
238448	294	0	0
668549	351	0	0
432709	302	0	0
780956	351	0	0
380823	309	0	2
636462	301	0	0
380824	294	0	0
435328	294	0	0
619833	309	0	0
780960	301	0	0
638634	294	0	0
619886	302	0	0
619916	294	0	0
100775172	301	0	0
668577	295	0	0
100775173	309	0	0
668582	301	0	0
622728	294	0	0
100775174	294	0	0
619994	294	0	0
213570	294	0	0
435331	294	0	0
668589	294	0	0
668591	294	0	0
100775175	294	0	0
620140	293	0	0
434609	351	0	0
668597	294	0	0
668599	296	0	0
56220	2068	1297	1167
22355	3385	0	8
217935	3725	1077	706
52635	5541	5773	5491
100502747	4161	9	16
319545	2892	22	29
76044	6604	534	405
19276	4688	2	0
627375	273	0	0
100038689	842	0	0
432713	449	0	0
387171	69	0	0
217944	3987	418	352
217946	2611	1557	1171
13411	14072	82	75
20688	5770	918	679
100384890	884	0	0
320145	4480	0	0
77706	3876	2	0
320910	3096	681	608
238455	3818	601	649
217951	1168	1	7
73266	979	0	0
100504487	1282	9	7
76937	585	9	7
73270	669	0	2
14569	2681	11171	8974
105203	8338	1066	784
142688	2366	3487	2620
70405	1426	1	0
80796	915	0	0
494124	549	0	0
56349	3738	4530	3385
238463	3096	0	0
83428	1478	0	0
105387	2445	211	157
105349	1172	0	0
27384	1232	297	262
432720	1242	1	0
111002	1043	7	2
622402	1231	1	0
83702	1359	0	0
116852	1306	0	0
77337	1209	2	0
56043	1713	1733	1599
432723	2462	0	2
71867	593	0	0
23849	4217	7707	5567
69617	3543	3653	2894
56421	3986	21457	17114
100039532	333	0	0
94191	5456	0	0
207615	7990	6896	5874
319554	2867	202	259
100039655	684	0	0
320581	2243	0	0
69237	2579	2360	2044
217980	4707	4801	3869
100039719	419	0	0
208440	8026	1152	1075
66505	4114	9689	8147
12671	3168	4	0
664793	832	0	0
20191	16813	1	2
328186	3772	130	91
238505	4486	600	477
100039826	507	2641	2074
11472	2985	15	0
432725	483	4	5
217995	6776	1144	947
56048	2980	6834	5931
171211	8103	0	0
67475	4239	314	234
664862	2941	179	109
18812	852	1	0
18811	790	0	0
107849	694	0	0
100039786	960	469	368
630663	672	0	0
83924	2981	2331	1902
18073	6046	2919	2629
17101	11806	939	660
14706	2968	24	9
97884	3681	2807	2277
70430	1807	1123	784
14593	2371	2542	1818
94246	6105	3674	2977
94253	9460	6	6
100862358	659	0	0
75398	768	1529	1291
19166	946	9824	8173
105351	2023	2260	1973
670994	509	1	3
100504070	2565	0	0
14634	8427	740	611
71071	1123	0	0
328190	1538	0	0
16323	1529	63	67
192136	1727	58	71
66308	2672	1074	788
69562	7081	1122	684
100316665	121	0	6
56044	2662	6060	5409
67008	3436	2593	2201
73992	859	0	0
218030	2118	2	2
218035	3197	12898	10355
218038	3195	58	44
21641	350	0	0
21638	419	0	0
21640	406	1	2
21639	341	4	0
100126431	60	0	0
107573	518	9	3
21637	353	1	0
100126432	60	0	0
107575	517	0	0
107574	503	0	0
100126433	60	0	0
21636	350	0	4
21632	347	0	0
100126434	61	0	0
107576	571	4	0
76205	1284	2365	1968
105298	2387	5549	5399
20379	1760	34	74
73412	2088	2	0
319293	2773	0	0
353346	3433	12	6
432730	1786	284	225
140580	5874	1323	1131
665386	340	0	0
27052	2915	12	0
258528	951	0	0
18341	954	0	0
258527	945	0	0
19720	4204	916	656
100862095	660	0	0
14780	1629	3	3
75512	1262	109	156
258526	951	0	0
22758	4418	691	497
72739	2602	2494	2113
319207	3580	198	176
432731	3990	1345	1206
100316752	81	0	0
66707	1455	132	97
544922	2458	302	254
100038371	934	11	32
93681	8900	1294	1166
258280	1054	0	0
404335	981	0	0
258533	945	0	0
258739	985	0	0
218066	942	0	0
258534	954	0	0
258536	980	0	0
258067	942	0	1
319185	381	4	5
319191	393	1	1
319152	488	1	3
319186	381	0	0
319159	312	3	2
319160	312	2	5
319169	393	2	0
319187	381	1	2
56702	672	5	4
319153	483	9	3
319170	393	0	0
319188	594	5	3
665596	2121	0	0
665433	514	0	0
100041230	405	0	0
319161	312	0	6
319171	393	0	0
665622	2121	0	0
100316716	132	0	0
193452	2703	215	267
195236	4975	2	0
54373	2152	16	2
193453	1159	1	1
319168	387	0	0
319184	381	0	0
319158	537	117	126
319167	473	0	0
319183	381	21	7
252912	927	0	0
252906	939	0	0
632534	897	0	0
252907	903	0	0
171259	960	6	0
626299	891	0	0
171257	1088	0	0
100312484	906	0	0
171278	897	0	0
171254	903	0	0
171247	1104	0	0
171246	939	0	0
171245	972	0	0
171255	903	0	2
171258	909	0	0
171270	936	0	0
632793	909	0	0
171251	951	0	0
171250	939	0	0
432735	939	0	0
171252	927	0	0
432736	939	0	0
171269	921	0	0
171277	897	0	0
171275	1074	0	0
171249	1155	0	0
171248	1104	0	1
171253	903	0	0
171279	897	0	0
171273	897	0	0
171256	897	0	0
171272	939	0	0
171271	897	0	0
100312485	939	0	0
171274	927	0	0
100036518	1086	0	0
74061	1434	0	0
218100	4912	1761	1500
30946	4456	1448	978
320842	617	40	34
100503351	492	27	45
12231	3449	0	1
238555	2983	10	13
100503366	456	1	2
69386	479	547	464
319173	393	0	0
97908	492	1	3
319182	381	8	16
260423	1003	29	24
319157	312	4	0
14957	2977	40	22
319151	411	9	3
319166	704	22	8
319181	615	35	56
319180	381	0	0
319165	393	1	1
319149	411	9	5
319156	312	66	46
319179	2510	305	203
50709	1931	125	96
319164	2493	70	42
68024	728	4822	4385
107970	912	0	1
319155	312	26	37
15216	1722	1267	983
50708	1561	4457	3501
319148	480	0	0
100504109	380	0	0
319178	469	29	11
319172	506	4	2
319150	411	0	0
326620	312	2	0
326619	312	15	9
360198	534	8	2
80838	747	0	0
214158	1416	6	13
218103	2974	1	0
105355	4276	1	2
20504	2049	6	2
319848	2483	0	0
319177	384	10	4
319163	390	0	0
214189	1412	0	2
68732	5158	3197	2860
12763	9755	51	24
100503456	1683	0	0
76024	1116	2	4
193385	6968	845	809
320489	3837	26	33
666145	873	0	0
57441	977	509	378
79555	2551	726	554
66834	686	6348	5755
56196	1977	1435	1343
210108	4977	1	1
73326	690	0	0
214579	5647	776	598
14756	4659	1961	1576
380836	2035	2084	1813
195208	8042	9	4
22360	2137	0	0
100503530	583	0	0
73576	1641	0	0
15192	1994	0	0
19109	895	0	0
18775	878	0	0
215028	774	0	0
215029	774	0	0
27372	929	0	0
18776	936	0	0
67000	1282	0	0
19111	868	0	2
13529	911	1	0
66392	864	0	0
19112	862	0	0
74188	892	0	0
67310	934	0	0
73244	864	2	0
75596	925	0	0
19113	959	0	0
19114	1277	0	0
18814	997	0	0
67505	1016	0	0
56635	870	0	0
666317	706	0	0
19110	852	0	0
28078	1045	0	0
100862257	354	241	189
72518	2716	361	209
20677	2967	1708	1171
77920	1415	6	13
68916	2538	1806	1494
13557	5097	401	256
218121	2881	2236	1520
11607	2284	35	38
66694	1313	13530	11252
75090	1136	0	0
105352	2768	2716	1919
16364	4683	0	8
66482	4250	3526	3517
100862264	410	0	0
210554	1186	2	0
73924	841	0	0
15220	2807	559	383
71307	714	23	8
100503631	1525	24	24
14238	2366	811	584
17300	3990	1407	1397
218138	1510	806	747
100503660	2763	0	0
238564	5641	3	2
78903	2642	2905	2155
100862286	426	0	0
66222	1918	188	172
380839	1599	0	0
20708	1859	56	40
20723	3397	924	742
20706	1930	0	4
100862294	471	0	0
282663	1718	0	0
20707	1955	0	0
20726	2101	0	0
20710	1921	0	0
20709	1912	2	0
544923	8413	0	2
93806	1925	0	0
238568	1467	0	0
435350	1494	0	2
97848	1328	0	2
20719	1888	5540	4358
68808	777	252	196
18105	4045	5927	5084
19766	4495	2642	1938
68021	1209	1623	1296
22151	1607	1397	843
432745	1033	5	0
73710	1922	95	86
100862316	823	0	0
69666	541	392	342
73102	6251	106	68
66895	1872	1536	1045
108161	1315	10	4
19134	4466	3354	3005
71864	2395	0	1
66761	1045	0	0
69123	1346	171	149
23986	1610	4713	3845
100503727	648	0	0
100503742	1171	0	0
12593	3929	1339	1018
208366	2736	281	219
76487	2308	0	0
380840	1515	694	603
100042773	682	4105	3454
69955	2126	2139	1595
68404	1596	8	4
74145	3927	60	26
17084	997	201	145
100042802	1500	90	54
68750	13633	1199	1144
107513	9306	9336	7735
100862351	869	0	0
71213	2858	152	136
71340	2744	1192	981
109620	9592	4334	3246
67797	1789	600	556
12161	2410	2446	1694
105245	2617	13652	10685
17828	1769	3256	2793
66143	1039	798	612
108652	2214	2241	1845
218165	2816	0	2
791406	3005	0	0
21418	3268	32	32
14538	7039	837	725
100628630	72	0	0
100862098	887	2	2
68083	1753	2180	1968
66154	952	2330	1818
17152	3565	0	0
107889	2879	0	0
637277	2037	0	0
54326	3837	16	4
108934	4483	1644	1466
18003	4712	735	494
621976	7170	3247	3340
328231	1730	4	0
109254	2566	2	0
100038577	1696	18	16
110521	8753	512	398
13614	2344	508	474
218194	5922	357	283
67046	1263	941	855
328232	6654	521	406
68346	1369	887	644
70078	1811	2184	1991
56705	3064	1088	810
76137	4356	5952	4984
328234	3456	6	4
622552	1270	0	0
12522	2145	457	410
328235	1204	0	0
100503592	1937	0	0
69491	565	0	0
16468	6158	1669	1319
94245	1311	9730	7321
218203	2983	2769	2133
66355	1554	1481	1164
20238	10608	455	387
76000	722	61	75
791386	3153	0	2
380842	1363	2	0
666794	3224	20	28
67252	3658	134	120
97863	1381	970	906
218210	6021	1771	1589
16553	6866	2167	1485
105283	1428	0	0
105193	2294	445	350
22017	2715	501	379
218214	4281	1973	1787
110052	2602	2215	1883
218215	4694	332	264
319467	2505	6	2
619327	3502	0	0
70971	2012	9	9
320614	3156	59	25
15904	1660	2508	1771
320315	667	148	95
67911	4187	422	402
442803	789	6	18
387247	103	16	18
387252	89	7	5
387244	94	8	2
218232	4311	843	747
12022	1361	0	0
18676	5260	636	542
218236	4919	2458	1796
68128	1461	3854	3827
75607	6613	2763	2487
18081	1132	7429	6018
68480	804	2323	1678
66329	1436	1033	916
30938	3110	25	19
76895	6351	5818	4418
75678	2776	3638	2983
66336	1054	85	115
407800	3596	309	246
66695	2354	1652	1679
27047	1751	81	98
18295	2540	2345	2342
70930	4242	1043	796
105148	4396	5067	3915
667488	1791	0	0
218244	3429	0	0
667503	3354	0	0
667507	3006	0	0
667552	3054	0	0
100502978	3253	0	0
380882	3152	0	0
69211	541	0	0
109082	1785	1031	796
328250	2548	0	0
751559	109	0	0
100124649	109	0	0
380845	649	0	0
100503376	2471	0	0
667693	3109	0	0
71654	1185	0	0
667712	3558	0	0
77428	2990	327	325
20729	4479	3579	3240
100862200	1571	0	0
75124	1163	14	10
667728	3480	1228	1065
13610	4484	1473	947
20418	1537	38	27
66197	694	15	4
75420	2913	846	692
20354	4377	1439	1136
100502610	2646	1	0
23882	1081	213	143
74050	3272	0	0
68203	4348	69	40
100040572	733	0	0
20963	5272	83	101
105404	2308	6	12
11992	1345	4189	3395
18030	1992	519	453
26564	3970	0	6
